Lambari;BR;-21.975559;-45.350281;adventures,theme_park;lambari
Mariana;BR;-20.377781;-43.416111;adventures,culture,history;mariana
Ouro Preto;BR;-20.39484;-43.505169;adventures,culture,history;ouro_preto
Pocos de Caldas;BR;-21.787781;-46.56139;adventures,culture,food;pocos_de_caldas
Sao Joao Del Rei;BR;-21.135559;-44.261669;adventures,history;sao_joao_del_rei
Sao Lourenco;BR;-22.11639;-45.05444;adventures,food,theme_park;sao_lourenco
Tiradentes;BR;-21.110279;-44.178059;adventures,culture,history;tiradentes
Uberlandia;BR;-18.91861;-48.277222;adventures,food;uberlandia
Conceicao da Barra;BR;-18.59333;-39.73222;beach,boat_trip,culture;conceicao_da_barra
Domingos Martins;BR;-20.363331;-40.659168;adventures,food;domingos_martins
Guarapari;BR;-20.66667;-40.497501;adventures,beach,food;guarapari
Marataizes;BR;-21.043329;-40.82444;adventures,beach,food;marataizes
Vargem Alta;BR;-20.671391;-41.006939;adventures,food;vargem_alta
Vila Velha;BR;-20.32972;-40.2925;beach,food,history;vila_velha
Vitoria;BR;-20.319441;-40.33778;beach,food,history;vitoria
Barra de Santo Antonio;BR;-9.40472;-35.507221;beach,culture;barra_de_santo_antonio
Coruripe;BR;-10.12556;-36.17556;beach;coruripe
Maceio;BR;-9.66583;-35.735279;beach,boat_trip,history;maceio
Maragogi;BR;-9.01222;-35.2225;adventures,beach,boat_trip;maragogi
Marechal Deodoro;BR;-9.71028;-35895.0;beach,boat_trip,water_sports;marechal_deodoro
Penedo;BR;-10.29028;-36.586391;beach,boat_trip,history;penedo
Camacari;BR;-12.6975;-38.324169;beach;camacari
Canavieiras;BR;-15.675;-38.94722;beach,boat_trip,food;canavieiras
Ilheus;BR;-14.78889;-39.049438;beach,food,history;ilheus
Itacare;BR;-14.2775;-38.99667;adventures,beach;itacare
Itaparica;BR;-12.88833;-38.678612;beach,boat_trip,history;itaparica
Marau;BR;-14.10306;-39.014721;adventures,beach,boat_trip;marau
Mata de Sao Joao;BR;-12.53028;-38.299171;beach,history;mata_de_sao_joao
Porto Seguro;BR;-16.44972;-39.06472;beach,history;porto_seguro
Prado;BR;-17.34111;-39.220829;beach,boat_trip,history;prado
Santa Cruz Cabralia;BR;-16.278061;-39.024719;beach,boat_trip,history;santa_cruz_cabralia
Salvador;BR;-12.97111;-38.51083;beach,culture,history;salvador
Aquiraz;BR;-3.90139;-38.391109;beach,history,theme_park;aquiraz
Aracati;BR;-4.56167;-37.769718;adventures,beach,history;aracati
Beberibe;BR;-4.17972;-38.130562;adventures,beach;beberibe
Caucaia;BR;-3.73611;-38.653061;adventures,beach,water_sports;caucaia
Fortaleza;BR;-3.71722;-38.54306;beach,food,water_sports;fortaleza
Juazeiro do Norte;BR;-7.21306;-39.315281;culture,food;juazeiro_do_norte
Sao Goncalo do Amarante;BR;-3.60722;-38.96833;adventures,beach,water_sports;sao_goncalo_do_amarante
Ubajara;BR;-3.85444;-40.921108;adventures;ubajara
Alcantara;BR;-2.40889;-44.414719;culture,history;alcantara
Barreirinhas;BR;-2.74694;-42.826389;adventures,beach;barreirinhas
Carolina;BR;-7.33278;-47.46944;adventures;carolina
Imperatriz;BR;-5.52639;-47.491669;beach;imperatriz
Sao Luis;BR;-2.52972;-44.30278;beach,culture,history;sao_luis
